City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
255,Nanakuli,US,2021-01-09 18:20:51,21.3906,-158.1547,68.0,88,1,3.44
256,Tambacounda,SN,2021-01-09 18:20:52,13.7539,-13.7586,96.8,15,0,9.22
257,Tura,IN,2021-01-09 18:20:52,25.5198,90.2201,61.74,52,80,2.53
258,Mayo,US,2021-01-09 18:20:52,38.8876,-76.5119,43.0,38,1,11.5
259,Aklavik,CA,2021-01-09 18:20:52,68.2191,-135.0107,5.0,85,75,2.3
260,Oeiras,BR,2021-01-09 18:17:26,-7.0253,-42.1311,90.18,48,97,4.59
261,Kampong Thum,KH,2021-01-09 18:20:53,12.7111,104.8887,69.55,65,92,7.7
262,Placerville,US,2021-01-09 18:16:36,38.7296,-120.7986,51.01,25,1,1.32
263,Zhangye,CN,2021-01-09 18:20:54,38.9342,100.4517,10.98,93,100,3.31
264,Biabou,VC,2021-01-09 18:20:54,13.2,-61.1333,82.4,78,75,6.91
265,Agadez,NE,2021-01-09 18:20:02,19.75,10.25,73.27,19,0,5.93
266,Bonthe,SL,2021-01-09 18:20:54,7.5264,-12.505,82.38,78,60,7.16
267,Tilichiki,RU,2021-01-09 18:20:55,60.4667,166.1,-12.37,86,1,11.56
268,Cabedelo,BR,2021-01-09 18:20:55,-6.9811,-34.8339,84.2,70,75,10.36
269,Bandiagara,ML,2021-01-09 18:20:55,14.3501,-3.6104,95.0,21,0,4.61
270,Dalianwan,CN,2021-01-09 18:20:55,39.0286,121.695,6.8,85,20,6.98
271,Lata,PT,2021-01-09 18:20:56,40.1629,-8.3327,45.0,58,100,5.32
272,Emerald,AU,2021-01-09 18:20:56,-23.5333,148.1667,68.0,100,90,13.8
273,Ati,TD,2021-01-09 18:20:56,13.2154,18.3353,79.63,16,0,10.07
274,Ust-Ishim,RU,2021-01-09 18:20:56,57.6935,71.1665,3.49,94,100,2.59
275,Nukus,UZ,2021-01-09 18:20:57,42.4531,59.6103,33.8,44,0,13.8
276,Penzance,GB,2021-01-09 18:20:57,50.1186,-5.5371,39.0,100,20,6.91
277,Honiara,SB,2021-01-09 18:20:57,-9.4333,159.95,78.15,74,79,3.24
278,Nalut,LY,2021-01-09 18:20:58,30.3333,10.85,74.28,19,0,18.59
279,Dingle,PH,2021-01-09 18:20:58,10.9995,122.6711,74.59,92,100,12.44
280,Faya,SA,2021-01-09 18:20:58,18.3851,42.4509,55.4,87,20,3.98
281,Bereda,ES,2021-01-09 18:20:58,43.2686,-7.5406,37.0,100,90,11.99
282,Newcastle,AU,2021-01-09 18:20:59,-32.9272,151.7765,64.99,100,7,6.91
283,Mount Pleasant,US,2021-01-09 18:20:59,32.7941,-79.8626,50.0,66,40,4.61
284,Jumla,NP,2021-01-09 18:20:59,29.2747,82.1838,38.34,55,82,2.86
285,Pacific Grove,US,2021-01-09 18:21:00,36.6177,-121.9166,55.99,82,1,5.75
286,Abnub,EG,2021-01-09 18:21:00,27.2696,31.1511,68.0,52,0,12.66
287,Goderich,CA,2021-01-09 18:16:42,43.7501,-81.7165,33.8,60,100,4.61
288,Quetta,PK,2021-01-09 18:21:01,30.199,67.0097,33.42,73,0,2.01
289,Port Elizabeth,ZA,2021-01-09 18:16:40,-33.918,25.5701,71.6,88,40,17.27
290,Husavik,IS,2021-01-09 18:21:01,66.0449,-17.3389,24.8,74,90,6.91
291,Palmares Do Sul,BR,2021-01-09 18:21:01,-30.2578,-50.5097,89.31,36,0,9.84
292,Castro,BR,2021-01-09 18:21:02,-24.7911,-50.0119,76.05,83,69,5.64
293,Krasnoselkup,RU,2021-01-09 18:21:02,65.7,82.4667,-12.12,90,91,5.17
